passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
1,2.37,10.5,2.76,0.0,16.56,yellow,credit card,Greenwich Village North,Midtown South,Manhattan,Manhattan
2,3.78,14.5,3.56,0.0,21.36,yellow,credit card,Yorkville East,Times Sq/Theatre District,Manhattan,Manhattan
1,8.1,26.0,5.45,0.0,32.75,yellow,credit card,Steinway,Bushwick South,Queens,Brooklyn
1,0.81,5.0,1.0,0.0,9.8,yellow,credit card,Lincoln Square East,Clinton East,Manhattan,Manhattan
2,1.15,6.0,0.46,0.0,9.76,yellow,credit card,West Village,TriBeCa/Civic Center,Manhattan,Manhattan
1,7.2,21.5,0.0,0.0,23.3,yellow,cash,JFK Airport,Woodhaven,Queens,Queens
1,16.82,52.0,15.26,5.76,76.32,yellow,credit card,JFK Airport,Midtown Center,Queens,Manhattan
2,0.85,6.0,0.0,0.0,9.3,yellow,credit card,Upper East Side South,Upper East Side South,Manhattan,Manhattan
1,8.68,27.5,9.14,5.76,45.7,yellow,credit card,LaGuardia Airport,Midtown Center,Queens,Manhattan
5,4.99,20.5,4.96,0.0,29.76,yellow,credit card,Midtown Center,Central Harlem North,Manhattan,Manhattan
1,0.99,5.0,1.76,0.0,10.56,yellow,credit card,UN/Turtle Bay South,UN/Turtle Bay South,Manhattan,Manhattan
1,0.5,3.5,0.0,0.0,7.8,yellow,cash,Kips Bay,UN/Turtle Bay South,Manhattan,Manhattan
1,0.87,6.0,1.0,0.0,10.8,yellow,credit card,Upper East Side South,Lincoln Square East,Manhattan,Manhattan
1,0.99,6.5,2.06,0.0,12.36,yellow,credit card,East Village,Gramercy,Manhattan,Manhattan
1,1.0,5.5,0.0,0.0,9.3,yellow,credit card,Gramercy,UN/Turtle Bay South,Manhattan,Manhattan
1,0.5,6.0,0.0,0.0,7.8,yellow,credit card,Midtown East,Upper East Side South,Manhattan,Manhattan
1,0.73,6.5,0.0,0.0,9.8,yellow,cash,Lincoln Square East,Lincoln Square West,Manhattan,Manhattan
3,8.7,28.5,6.2,0.0,38.5,yellow,credit card,Midtown Center,Clinton Hill,Manhattan,Brooklyn
1,2.6,9.5,1.5,0.0,14.8,yellow,credit card,Yorkville West,UN/Turtle Bay South,Manhattan,Manhattan
1,0.8,6.5,1.95,0.0,11.75,yellow,credit card,Midtown Center,UN/Turtle Bay South,Manhattan,Manhattan
1,0.8,7.5,2.15,0.0,12.95,yellow,credit card,Clinton East,Midtown Center,Manhattan,Manhattan
1,0.64,4.0,0.0,0.0,5.3,yellow,cash,Long Island City/Queens Plaza,Astoria,Queens,Queens
1,1.31,7.0,0.0,0.0,11.3,yellow,cash,East Village,Murray Hill,Manhattan,Manhattan
1,5.14,20.5,4.96,0.0,29.76,yellow,credit card,Union Sq,Upper West Side North,Manhattan,Manhattan
2,1.56,7.5,1.66,0.0,11.91,yellow,credit card,Central Harlem North,East Harlem North,Manhattan,Manhattan
5,0.66,4.5,1.56,0.0,9.36,yellow,credit card,Lenox Hill West,Upper East Side North,Manhattan,Manhattan
6,0.29,3.5,0.0,0.0,6.8,yellow,cash,Times Sq/Theatre District,Midtown Center,Manhattan,Manhattan
1,6.8,25.5,0.0,0.0,28.8,yellow,cash,Manhattanville,Midtown East,Manhattan,Manhattan
2,1.54,9.5,2.56,0.0,15.36,yellow,credit card,Garment District,Midtown North,Manhattan,Manhattan
1,1.6,8.0,2.36,0.0,14.16,yellow,credit card,Central Park,Upper West Side North,Manhattan,Manhattan
1,8.3,27.0,7.2,5.76,43.26,yellow,credit card,LaGuardia Airport,Kips Bay,Queens,Manhattan
1,0.86,5.0,1.0,0.0,9.3,yellow,credit card,Upper West Side South,Lincoln Square East,Manhattan,Manhattan
1,5.15,16.5,4.06,0.0,24.36,yellow,credit card,Midtown Center,Central Harlem North,Manhattan,Manhattan
1,1.02,6.5,1.0,0.0,10.8,yellow,credit card,Sutton Place/Turtle Bay North,Lenox Hill East,Manhattan,Manhattan
1,1.0,5.0,1.76,0.0,10.56,yellow,credit card,Murray Hill,Midtown East,Manhattan,Manhattan
1,1.26,7.0,1.7,0.0,13.0,yellow,credit card,Sutton Place/Turtle Bay North,Murray Hill,Manhattan,Manhattan
2,4.16,17.0,4.26,0.0,25.56,yellow,credit card,West Chelsea/Hudson Yards,Yorkville East,Manhattan,Manhattan
1,3.6,14.5,1.5,0.0,20.3,yellow,credit card,Penn Station/Madison Sq West,Upper East Side North,Manhattan,Manhattan
1,1.2,10.0,0.0,0.0,13.3,yellow,cash,Lenox Hill East,Midtown East,Manhattan,Manhattan
1,0.61,4.5,0.0,0.0,8.3,yellow,cash,Union Sq,Murray Hill,Manhattan,Manhattan
5,3.46,14.0,3.56,0.0,21.36,yellow,credit card,East Village,Financial District North,Manhattan,Manhattan
1,0.6,4.5,1.55,0.0,9.35,yellow,credit card,Union Sq,Union Sq,Manhattan,Manhattan
1,1.01,10.5,0.0,0.0,13.8,yellow,cash,Midtown North,Midtown East,Manhattan,Manhattan
1,1.51,8.5,1.86,0.0,11.16,yellow,credit card,Morningside Heights,Hamilton Heights,Manhattan,Manhattan
1,0.64,5.5,0.0,0.0,9.8,yellow,cash,Garment District,Midtown Center,Manhattan,Manhattan
1,2.85,18.0,4.46,0.0,26.76,yellow,credit card,Gramercy,Midtown North,Manhattan,Manhattan
1,0.7,5.0,1.85,0.0,11.15,yellow,credit card,Upper East Side South,Lenox Hill West,Manhattan,Manhattan
5,1.31,8.5,2.56,0.0,15.36,yellow,credit card,Greenwich Village North,Flatiron,Manhattan,Manhattan
1,0.8,5.5,1.85,0.0,11.15,yellow,credit card,Midtown East,Murray Hill,Manhattan,Manhattan
1,0.5,5.0,0.42,0.0,8.72,yellow,credit card,Midtown East,Midtown North,Manhattan,Manhattan
1,1.46,8.0,1.13,0.0,12.43,yellow,credit card,Gramercy,Midtown Center,Manhattan,Manhattan
6,2.22,10.0,0.0,0.0,13.3,yellow,cash,Midtown South,East Chelsea,Manhattan,Manhattan
1,1.7,7.0,2.0,0.0,12.8,yellow,credit card,Kips Bay,Lenox Hill East,Manhattan,Manhattan
1,1.24,12.5,3.36,0.0,20.16,yellow,credit card,Midtown Center,Penn Station/Madison Sq West,Manhattan,Manhattan
1,1.44,8.0,1.0,0.0,12.8,yellow,credit card,Stuy Town/Peter Cooper Village,Gramercy,Manhattan,Manhattan
1,1.1,7.0,2.15,0.0,12.95,yellow,credit card,Midtown Center,UN/Turtle Bay South,Manhattan,Manhattan
1,1.8,8.0,1.2,0.0,13.0,yellow,credit card,West Chelsea/Hudson Yards,Lincoln Square West,Manhattan,Manhattan
1,8.1,24.0,8.35,5.76,41.91,yellow,credit card,LaGuardia Airport,Gramercy,Queens,Manhattan
1,1.3,9.0,2.0,0.0,15.3,yellow,credit card,West Chelsea/Hudson Yards,Murray Hill,Manhattan,Manhattan
3,0.64,4.0,1.46,0.0,8.76,yellow,credit card,Midtown East,Murray Hill,Manhattan,Manhattan
1,0.5,4.0,0.0,0.0,7.3,yellow,cash,Murray Hill,Murray Hill,Manhattan,Manhattan
1,1.49,8.0,0.0,0.0,11.3,yellow,cash,West Chelsea/Hudson Yards,East Chelsea,Manhattan,Manhattan
1,6.9,24.5,0.0,0.0,28.3,yellow,cash,Upper East Side South,Middle Village,Manhattan,Queens
2,1.5,8.0,0.0,0.0,12.3,yellow,cash,Lincoln Square West,Upper East Side South,Manhattan,Manhattan
1,0.8,6.5,0.98,0.0,10.78,yellow,credit card,Midtown East,Lenox Hill West,Manhattan,Manhattan
0,1.1,7.0,0.0,0.0,10.3,yellow,credit card,Manhattan Valley,Upper West Side South,Manhattan,Manhattan
1,2.6,12.0,0.0,0.0,15.8,yellow,cash,East Village,Flatiron,Manhattan,Manhattan
1,0.51,6.0,0.0,0.0,9.3,yellow,cash,Upper East Side South,Lenox Hill West,Manhattan,Manhattan
1,1.5,7.5,2.8,0.0,14.1,yellow,credit card,Central Park,Lenox Hill East,Manhattan,Manhattan
1,2.5,13.5,3.36,0.0,20.16,yellow,credit card,Little Italy/NoLiTa,Garment District,Manhattan,Manhattan
2,9.43,27.5,3.0,0.0,34.3,yellow,credit card,Clinton East,Inwood,Manhattan,Manhattan
1,0.62,6.0,2.06,0.0,12.36,yellow,credit card,Midtown East,Midtown East,Manhattan,Manhattan
1,0.81,7.5,2.16,0.0,12.96,yellow,credit card,Lincoln Square East,Clinton East,Manhattan,Manhattan
1,1.85,13.0,1.0,0.0,17.3,yellow,credit card,Midtown East,Union Sq,Manhattan,Manhattan
2,2.33,12.0,3.06,0.0,18.36,yellow,credit card,Penn Station/Madison Sq West,East Village,Manhattan,Manhattan
5,9.78,28.0,5.86,0.0,35.16,yellow,credit card,JFK Airport,Ridgewood,Queens,Queens
1,7.89,23.5,3.0,0.0,30.3,yellow,credit card,Yorkville East,Battery Park City,Manhattan,Manhattan
5,0.63,4.5,0.0,0.0,7.8,yellow,cash,Midtown South,Gramercy,Manhattan,Manhattan
1,0.33,3.0,0.0,0.0,7.3,yellow,cash,Midtown South,Union Sq,Manhattan,Manhattan
1,7.1,24.0,5.56,0.0,33.36,yellow,credit card,Upper West Side South,East Williamsburg,Manhattan,Brooklyn
2,17.8,52.0,12.21,5.76,73.27,yellow,credit card,Times Sq/Theatre District,JFK Airport,Manhattan,Queens
4,1.89,15.0,0.0,0.0,18.3,yellow,cash,East Chelsea,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2,3.3,13.5,0.0,0.0,17.3,yellow,cash,Chinatown,Penn Station/Madison Sq West,Manhattan,Manhattan
1,2.2,11.0,0.0,0.0,14.8,yellow,cash,Upper East Side South,Upper West Side North,Manhattan,Manhattan
1,2.08,9.5,0.0,0.0,13.3,yellow,cash,Lenox Hill West,Murray Hill,Manhattan,Manhattan
1,21.2,52.0,11.05,0.0,66.35,yellow,credit card,JFK Airport,TriBeCa/Civic Center,Queens,Manhattan
2,0.7,5.0,1.0,0.0,9.3,yellow,credit card,Lenox Hill East,Yorkville West,Manhattan,Manhattan
1,19.2,52.0,10.65,0.0,63.95,yellow,credit card,JFK Airport,Williamsburg (North Side),Queens,Brooklyn
5,0.4,3.5,0.0,0.0,7.8,yellow,cash,Greenwich Village South,West Village,Manhattan,Manhattan
1,0.9,6.0,0.0,0.0,9.8,yellow,cash,West Village,East Village,Manhattan,Manhattan
2,0.5,5.5,2.45,0.0,12.25,yellow,credit card,Times Sq/Theatre District,Times Sq/Theatre District,Manhattan,Manhattan
1,1.85,12.0,3.16,0.0,18.96,yellow,credit card,Meatpacking/West Village West,Gramercy,Manhattan,Manhattan
1,1.45,11.5,2.96,0.0,17.76,yellow,credit card,Battery Park City,Financial District North,Manhattan,Manhattan
1,18.7,52.0,12.2,5.76,73.26,yellow,credit card,JFK Airport,Clinton East,Queens,Manhattan
2,5.7,20.5,0.0,0.0,24.3,yellow,cash,Lincoln Square East,Jackson Heights,Manhattan,Queens
1,3.6,19.0,4.45,0.0,26.75,yellow,credit card,Lincoln Square East,Union Sq,Manhattan,Manhattan
1,1.5,8.5,2.36,0.0,14.16,yellow,credit card,Flatiron,Stuy Town/Peter Cooper Village,Manhattan,Manhattan
2,4.44,19.0,4.46,0.0,26.76,yellow,credit card,Penn Station/Madison Sq West,Morningside Heights,Manhattan,Manhattan
1,0.69,5.0,0.7,0.0,9.0,yellow,credit card,Gramercy,Union Sq,Manhattan,Manhattan
2,1.4,8.0,0.0,0.0,11.8,yellow,cash,Upper East Side South,Midtown Center,Manhattan,Manhattan
1,1.26,7.5,0.0,0.0,10.8,yellow,cash,Union Sq,Garment District,Manhattan,Manhattan
2,5.33,18.5,4.36,0.0,26.16,yellow,credit card,World Trade Center,Sutton Place/Turtle Bay North,Manhattan,Manhattan
1,2.33,8.5,1.84,0.0,14.14,yellow,credit card,Midtown North,East Harlem South,Manhattan,Manhattan
1,0.62,5.0,1.86,0.0,11.16,yellow,credit card,Upper West Side South,Upper West Side South,Manhattan,Manhattan
0,1.9,12.0,0.0,0.0,15.3,yellow,cash,Penn Station/Madison Sq West,UN/Turtle Bay South,Manhattan,Manhattan
1,3.22,16.0,3.96,0.0,23.76,yellow,credit card,Midtown Center,SoHo,Manhattan,Manhattan
1,5.92,20.0,1.2,5.76,31.26,yellow,credit card,Yorkville East,Greenpoint,Manhattan,Brooklyn
2,0.46,5.5,0.0,0.0,9.8,yellow,cash,Union Sq,Gramercy,Manhattan,Manhattan
1,1.17,5.5,1.0,0.0,9.8,yellow,credit card,Upper East Side South,Central Park,Manhattan,Manhattan
1,9.15,39.0,8.46,0.0,50.76,yellow,credit card,Financial District South,Central Park,Manhattan,Manhattan
2,0.7,5.5,1.76,0.0,10.56,yellow,credit card,Midtown North,Lincoln Square East,Manhattan,Manhattan
1,1.54,12.5,0.0,0.0,16.8,yellow,cash,Kips Bay,Garment District,Manhattan,Manhattan
1,1.5,8.0,2.35,0.0,14.15,yellow,credit card,Lincoln Square East,Upper West Side North,Manhattan,Manhattan
2,1.39,9.0,1.5,0.0,14.8,yellow,credit card,Midtown North,Clinton East,Manhattan,Manhattan
1,0.0,2.5,0.0,0.0,3.3,yellow,cash,JFK Airport,JFK Airport,Queens,Queens
2,6.2,22.0,5.16,0.0,30.96,yellow,credit card,Midtown East,Battery Park City,Manhattan,Manhattan
1,1.14,7.5,0.0,0.0,10.8,yellow,cash,Garment District,Midtown Center,Manhattan,Manhattan
1,2.3,13.0,3.25,0.0,19.55,yellow,credit card,Greenwich Village North,Midtown North,Manhattan,Manhattan
1,2.15,16.0,4.06,0.0,24.36,yellow,credit card,Kips Bay,Midtown North,Manhattan,Manhattan
1,1.46,11.5,0.0,0.0,13.3,yellow,credit card,Greenwich Village North,East Chelsea,Manhattan,Manhattan
2,1.0,6.0,0.93,0.0,10.23,yellow,credit card,Midtown South,Greenwich Village North,Manhattan,Manhattan
1,1.5,8.0,0.0,0.0,8.8,yellow,cash,Astoria,Astoria,Queens,Queens
1,1.6,10.0,1.1,0.0,14.4,yellow,credit card,Union Sq,East Village,Manhattan,Manhattan
1,0.37,3.5,0.0,0.0,4.8,yellow,cash,JFK Airport,JFK Airport,Queens,Queens
1,2.6,11.5,2.95,0.0,17.75,yellow,credit card,Greenwich Village North,Battery Park City,Manhattan,Manhattan
1,4.2,16.0,0.0,0.0,19.8,yellow,cash,Penn Station/Madison Sq West,Battery Park City,Manhattan,Manhattan
1,0.97,9.5,0.0,0.0,12.8,yellow,cash,Midtown North,Murray Hill,Manhattan,Manhattan
1,5.06,22.0,0.0,0.0,25.3,yellow,cash,TriBeCa/Civic Center,UN/Turtle Bay South,Manhattan,Manhattan
1,0.7,5.0,2.2,0.0,11.0,yellow,credit card,East Village,East Village,Manhattan,Manhattan
5,0.74,6.0,1.03,0.0,11.33,yellow,credit card,Lincoln Square West,Lincoln Square West,Manhattan,Manhattan
0,16.8,52.0,10.0,5.76,68.56,yellow,credit card,JFK Airport,East Harlem South,Queens,Manhattan
1,1.2,7.5,0.0,0.0,10.8,yellow,cash,Clinton East,East Chelsea,Manhattan,Manhattan
1,1.2,9.0,2.46,0.0,14.76,yellow,credit card,Sutton Place/Turtle Bay North,Murray Hill,Manhattan,Manhattan
1,2.25,21.5,0.0,0.0,24.8,yellow,cash,Penn Station/Madison Sq West,Union Sq,Manhattan,Manhattan
1,2.0,11.0,3.05,0.0,18.35,yellow,credit card,Midtown East,Lincoln Square East,Manhattan,Manhattan
1,1.5,16.0,3.85,0.0,23.15,yellow,credit card,Times Sq/Theatre District,Midtown South,Manhattan,Manhattan
1,1.79,8.5,0.0,0.0,12.3,yellow,cash,Upper East Side South,Upper West Side North,Manhattan,Manhattan
1,2.11,13.0,3.46,0.0,20.76,yellow,credit card,Morningside Heights,Lincoln Square East,Manhattan,Manhattan
1,10.2,32.5,7.25,0.0,43.55,yellow,credit card,Yorkville West,Prospect Heights,Manhattan,Brooklyn
6,1.22,7.5,2.36,0.0,14.16,yellow,credit card,Battery Park City,Financial District North,Manhattan,Manhattan
1,6.49,22.5,6.45,0.0,32.25,yellow,credit card,Midtown South,Morningside Heights,Manhattan,Manhattan
1,10.09,31.0,8.01,5.76,48.07,yellow,credit card,LaGuardia Airport,Midtown Center,Queens,Manhattan
1,1.3,9.0,2.45,0.0,14.75,yellow,credit card,Midtown East,Kips Bay,Manhattan,Manhattan
6,4.18,22.5,0.0,0.0,25.8,yellow,cash,Times Sq/Theatre District,Little Italy/NoLiTa,Manhattan,Manhattan
1,2.0,10.0,5.0,0.0,18.8,yellow,credit card,Times Sq/Theatre District,Lenox Hill West,Manhattan,Manhattan
1,0.9,8.5,1.92,0.0,14.72,yellow,credit card,Times Sq/Theatre District,Upper East Side North,Manhattan,Manhattan
1,1.13,11.5,3.16,0.0,18.96,yellow,credit card,Penn Station/Madison Sq West,Gramercy,Manhattan,Manhattan
1,2.0,10.0,2.85,0.0,17.15,yellow,credit card,Upper East Side South,Upper West Side South,Manhattan,Manhattan
5,2.76,16.5,3.96,0.0,23.76,yellow,credit card,Upper East Side North,Times Sq/Theatre District,Manhattan,Manhattan
1,0.49,4.5,1.0,0.0,8.8,yellow,credit card,Yorkville East,Yorkville West,Manhattan,Manhattan
4,4.71,20.0,4.66,0.0,27.96,yellow,credit card,West Village,Yorkville East,Manhattan,Manhattan
1,6.96,20.5,0.0,0.0,21.8,yellow,cash,LaGuardia Airport,Richmond Hill,Queens,Queens
1,2.3,9.5,0.0,0.0,12.8,yellow,cash,World Trade Center,West Village,Manhattan,Manhattan
1,0.8,6.0,0.0,0.0,10.3,yellow,cash,Midtown Center,Midtown East,Manhattan,Manhattan
1,1.61,8.5,1.77,0.0,13.57,yellow,credit card,Morningside Heights,Upper West Side South,Manhattan,Manhattan
1,1.6,6.5,0.0,0.0,7.3,yellow,credit card,Morningside Heights,Upper West Side North,Manhattan,Manhattan
1,1.5,7.5,1.7,0.0,13.0,yellow,credit card,Times Sq/Theatre District,Midtown South,Manhattan,Manhattan
1,2.13,9.5,2.66,0.0,15.96,yellow,credit card,East Village,Murray Hill,Manhattan,Manhattan
2,1.3,6.5,0.0,0.0,9.8,yellow,cash,UN/Turtle Bay South,Gramercy,Manhattan,Manhattan
1,2.07,11.5,2.22,0.0,17.02,yellow,credit card,Midtown North,Gramercy,Manhattan,Manhattan
1,0.3,4.5,1.55,0.0,9.35,yellow,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
1,1.0,7.5,2.8,0.0,14.1,yellow,credit card,Midtown South,Clinton East,Manhattan,Manhattan
1,0.97,10.5,0.0,0.0,13.8,yellow,cash,Murray Hill,Garment District,Manhattan,Manhattan
1,1.79,10.5,2.96,0.0,17.76,yellow,credit card,Gramercy,Lower East Side,Manhattan,Manhattan
1,1.27,8.5,2.36,0.0,14.16,yellow,credit card,Lincoln Square East,Clinton West,Manhattan,Manhattan
1,3.5,15.5,4.95,0.0,24.75,yellow,credit card,Greenwich Village North,Boerum Hill,Manhattan,Brooklyn
1,1.79,11.5,3.7,0.0,18.5,yellow,credit card,UN/Turtle Bay South,Penn Station/Madison Sq West,Manhattan,Manhattan
1,1.1,7.0,1.0,0.0,12.3,yellow,credit card,Upper West Side North,Upper West Side South,Manhattan,Manhattan
1,1.03,6.5,2.06,0.0,12.36,yellow,credit card,SoHo,Greenwich Village North,Manhattan,Manhattan
5,10.22,29.0,5.0,5.76,43.06,yellow,credit card,Midtown East,LaGuardia Airport,Manhattan,Queens
1,3.1,17.0,4.05,0.0,24.35,yellow,credit card,Murray Hill,Meatpacking/West Village West,Manhattan,Manhattan
1,0.8,4.5,0.0,0.0,8.3,yellow,cash,Lincoln Square East,Lincoln Square West,Manhattan,Manhattan
1,16.7,52.0,12.17,5.54,73.01,yellow,credit card,Midtown East,JFK Airport,Manhattan,Queens
1,2.69,13.5,3.36,0.0,20.16,yellow,credit card,UN/Turtle Bay South,Lincoln Square East,Manhattan,Manhattan
1,9.26,32.0,0.0,0.0,35.3,yellow,cash,LaGuardia Airport,Lower East Side,Queens,Manhattan
1,1.57,7.0,0.0,0.0,10.3,yellow,cash,Union Sq,Times Sq/Theatre District,Manhattan,Manhattan
1,0.68,5.0,0.0,0.0,8.3,yellow,cash,Murray Hill,Garment District,Manhattan,Manhattan
1,0.6,6.0,0.0,0.0,10.3,yellow,cash,Times Sq/Theatre District,Garment District,Manhattan,Manhattan
1,17.86,52.0,6.66,0.0,66.46,yellow,credit card,JFK Airport,Lower East Side,Queens,Manhattan
1,5.7,21.5,0.0,0.0,22.8,yellow,credit card,East Harlem South,Mount Hope,Manhattan,Bronx
6,14.54,42.0,8.66,0.0,51.96,yellow,credit card,JFK Airport,Clinton Hill,Queens,Brooklyn
1,1.0,6.5,1.0,0.0,10.8,yellow,credit card,Upper East Side South,Lenox Hill West,Manhattan,Manhattan
1,10.02,30.5,6.46,0.0,38.76,yellow,credit card,JFK Airport,Bushwick North,Queens,Brooklyn
1,0.8,5.5,0.0,0.0,8.8,yellow,cash,Upper East Side South,Upper East Side North,Manhattan,Manhattan
1,2.18,9.5,2.0,0.0,15.3,yellow,credit card,Lenox Hill West,East Harlem South,Manhattan,Manhattan
1,1.2,6.5,2.15,0.0,12.95,yellow,credit card,Upper West Side South,Upper East Side North,Manhattan,Manhattan
1,0.7,5.0,0.0,0.0,8.8,yellow,cash,Upper East Side South,Lenox Hill West,Manhattan,Manhattan
1,1.54,9.0,2.46,0.0,14.76,yellow,credit card,West Village,Little Italy/NoLiTa,Manhattan,Manhattan
1,0.6,8.5,2.55,0.0,15.35,yellow,credit card,West Chelsea/Hudson Yards,Clinton East,Manhattan,Manhattan
1,1.01,5.5,1.76,0.0,10.56,yellow,credit card,Yorkville East,Lenox Hill East,Manhattan,Manhattan
1,1.7,6.5,0.0,0.0,10.3,yellow,cash,Upper East Side North,East Harlem South,Manhattan,Manhattan
1,0.66,5.0,1.0,0.0,10.3,yellow,credit card,Lincoln Square West,Lincoln Square West,Manhattan,Manhattan
2,1.15,6.0,0.0,0.0,9.8,yellow,credit card,East Chelsea,Times Sq/Theatre District,Manhattan,Manhattan
1,1.5,8.0,2.25,0.0,13.55,yellow,credit card,Lenox Hill East,Upper East Side North,Manhattan,Manhattan
6,2.13,11.5,2.0,0.0,17.8,yellow,credit card,Gramercy,Sutton Place/Turtle Bay North,Manhattan,Manhattan
1,0.7,5.5,0.0,0.0,8.8,yellow,cash,Clinton East,Penn Station/Madison Sq West,Manhattan,Manhattan
1,1.1,7.5,2.16,0.0,12.96,yellow,credit card,Penn Station/Madison Sq West,Union Sq,Manhattan,Manhattan
0,1.5,7.5,2.15,0.0,12.95,yellow,credit card,Lenox Hill West,Upper West Side South,Manhattan,Manhattan
1,1.52,11.0,2.0,0.0,16.8,yellow,credit card,East Village,West Village,Manhattan,Manhattan
2,1.56,10.0,0.0,0.0,13.8,yellow,cash,Greenwich Village North,Midtown South,Manhattan,Manhattan
2,0.88,6.0,1.0,0.0,11.3,yellow,credit card,Times Sq/Theatre District,Clinton West,Manhattan,Manhattan
1,8.26,23.32,0.0,0.0,23.62,yellow,credit card,East Flatbush/Farragut,East New York,Brooklyn,Brooklyn
1,0.9,6.5,0.0,0.0,9.8,yellow,cash,Lenox Hill East,Upper East Side South,Manhattan,Manhattan
1,3.54,15.5,4.7,0.0,23.5,yellow,credit card,Yorkville East,Clinton East,Manhattan,Manhattan
1,0.4,3.5,0.0,0.0,4.8,yellow,cash,Astoria,Astoria,Queens,Queens
3,1.92,9.5,2.56,0.0,15.36,yellow,credit card,TriBeCa/Civic Center,East Village,Manhattan,Manhattan
1,2.35,10.5,0.0,0.0,14.3,yellow,cash,Central Park,Clinton East,Manhattan,Manhattan
2,0.9,6.5,0.0,0.0,9.8,yellow,cash,Clinton East,Midtown East,Manhattan,Manhattan
1,0.45,3.5,0.0,0.0,6.8,yellow,cash,Upper East Side North,Upper East Side North,Manhattan,Manhattan
1,5.12,15.5,0.0,0.0,16.3,yellow,cash,Elmhurst,Briarwood/Jamaica Hills,Queens,Queens
1,9.28,28.5,0.0,0.0,29.3,yellow,cash,JFK Airport,Canarsie,Queens,Brooklyn
1,0.87,7.0,2.16,0.0,12.96,yellow,credit card,Greenwich Village North,East Village,Manhattan,Manhattan
1,10.64,38.0,14.12,5.76,61.18,yellow,credit card,Lincoln Square East,LaGuardia Airport,Manhattan,Queens
1,1.6,10.5,2.0,0.0,15.8,yellow,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan
3,0.5,5.0,1.24,0.0,9.54,yellow,credit card,East Village,East Village,Manhattan,Manhattan
1,15.0,52.0,12.2,5.76,73.26,yellow,credit card,JFK Airport,Gramercy,Queens,Manhattan
1,4.93,17.0,0.0,0.0,20.8,yellow,cash,Lower East Side,Gowanus,Manhattan,Brooklyn
1,1.15,7.0,0.0,0.0,10.3,yellow,cash,Yorkville West,East Harlem South,Manhattan,Manhattan
1,0.2,4.0,1.45,0.0,8.75,yellow,credit card,Union Sq,Union Sq,Manhattan,Manhattan
3,10.2,29.0,9.02,5.76,45.08,yellow,credit card,LaGuardia Airport,Washington Heights North,Queens,Manhattan
2,0.65,5.5,0.0,0.0,6.3,yellow,cash,Central Harlem,Central Harlem,Manhattan,Manhattan
1,0.49,4.0,0.0,0.0,4.8,yellow,credit card,East Harlem South,East Harlem South,Manhattan,Manhattan
1,7.4,24.0,6.61,5.76,39.67,yellow,credit card,LaGuardia Airport,Yorkville West,Queens,Manhattan
2,1.64,11.5,0.0,0.0,14.8,yellow,cash,Upper East Side North,Lenox Hill West,Manhattan,Manhattan
4,1.71,9.0,1.0,0.0,13.8,yellow,credit card,Upper East Side North,Central Park,Manhattan,Manhattan
1,9.49,31.0,6.36,0.0,38.16,yellow,credit card,LaGuardia Airport,Long Island City/Hunters Point,Queens,Queens
2,0.9,6.0,1.0,0.0,10.8,yellow,credit card,Greenwich Village South,SoHo,Manhattan,Manhattan
1,1.96,9.0,0.0,0.0,12.3,yellow,cash,Yorkville West,Upper East Side South,Manhattan,Manhattan
4,1.46,13.5,3.36,0.0,20.16,yellow,credit card,Times Sq/Theatre District,Midtown East,Manhattan,Manhattan
1,1.09,8.5,2.36,0.0,14.16,yellow,credit card,Upper East Side South,Midtown North,Manhattan,Manhattan
1,0.6,5.0,1.75,0.0,10.55,yellow,credit card,Gramercy,Kips Bay,Manhattan,Manhattan
1,0.61,4.0,1.46,0.0,8.76,yellow,credit card,Murray Hill,Murray Hill,Manhattan,Manhattan
1,2.16,10.0,2.66,0.0,15.96,yellow,credit card,Lincoln Square East,Midtown South,Manhattan,Manhattan
1,0.67,5.0,2.0,0.0,10.8,yellow,credit card,Union Sq,Midtown South,Manhattan,Manhattan
2,2.23,11.0,2.86,0.0,17.16,yellow,credit card,Upper East Side South,Upper West Side North,Manhattan,Manhattan
1,2.7,13.0,3.0,0.0,19.3,yellow,credit card,Upper West Side North,Upper East Side South,Manhattan,Manhattan
2,2.73,12.5,3.16,0.0,18.96,yellow,credit card,Hudson Sq,Midtown Center,Manhattan,Manhattan
5,2.51,13.0,0.0,0.0,16.3,yellow,cash,Lenox Hill East,Upper West Side South,Manhattan,Manhattan
1,1.56,9.5,0.0,0.0,12.8,yellow,cash,Penn Station/Madison Sq West,Midtown Center,Manhattan,Manhattan
1,1.3,6.5,1.0,0.0,11.3,yellow,credit card,West Village,East Chelsea,Manhattan,Manhattan
2,0.83,5.5,0.0,0.0,9.8,yellow,cash,Lenox Hill East,Lenox Hill West,Manhattan,Manhattan
1,1.58,8.5,2.36,0.0,14.16,yellow,credit card,Lenox Hill West,Yorkville East,Manhattan,Manhattan
2,1.1,6.5,1.0,0.0,10.8,yellow,credit card,Clinton East,Clinton West,Manhattan,Manhattan
